      11,0
      20,0
      47,0
      82,   0.1123359
      82,   0.1207539
      83,   0.1245240
      84,   0.1213657
      84,   0.1283512
      84,   0.1230645
      84,   0.1156894
      88,   0.1322593
      88,   0.1265833
      88,   0.1365375
      93,   0.1410981
      95,   0.1261910
      96,   0.1113898
      99,   0.1273040
      99,   0.1249630
      99,   0.1121018
     100,   0.1370475
     100,0
     104,   0.1172087
     106,   0.1352594
     106,   0.1650039
     108,   0.1315447
     108,   0.1115215
     108,   0.1445679
     109,   0.1263017
     109,   0.1145953
     109,   0.1165308
     110,   0.1146812
     110,   0.1448131
     111,   0.1277742
     112,   0.1527974
     112,   0.1204095
     115,   0.1433481
     120,   0.1515521
     122,   0.1225312
     125,   0.1280828
     126,   0.1441322
     129,0
     131,   0.1346105
     131,   0.1505848
     131,   0.1399995
     134,   0.1160677
     134,0
     135,   0.1275161
     135,0
     138,   0.1467047
     138,   0.1305710
     139,   0.1662089
     140,   0.1233479
     140,   0.1299002
     141,   0.1122884
     141,   0.1274514
     141,   0.1180893
     144,   0.1174042
     147,   0.1167834
     147,   0.1206967
     147,   0.1392131
     147,   0.1338056
     148,   0.1304291
     148,   0.1360114
     150,   0.1333575
     150,0
     153,   0.1464988
     154,   0.1225055
     154,   0.1416426
     154,   0.1318726
     155,   0.1330464
     155,   0.1218320
     155,   0.1177329
     157,   0.1231950
     157,   0.1197366
     157,   0.1209309
     157,   0.1688436
     157,   0.1580633
     159,   0.1335727
     160,   0.1199522
     161,0
     163,   0.1893017
     165,   0.1489433
     165,   0.1366115
     166,   0.1327662
     166,   0.1130946
     167,0
     168,   0.1222809
     168,   0.1400163
     168,   0.1396638
     169,   0.1142104
     169,   0.1398737
     169,   0.1118731
     171,   0.1204459
     171,   0.1289240
     171,   0.1536693
     172,   0.1244465
     172,   0.1226304
     176,   0.1189316
     176,   0.1165997
     176,0
     177,   0.1377334
     177,   0.1122071
     177,   0.1211136
     177,   0.1313925
     178,   0.1420307
     180,   0.1308628
     180,   0.1217888
     184,   0.2521541
     184,   0.1319556
     185,   0.1139658
     185,   0.1148453
     185,   0.1260575
     185,   0.1331966
     185,   0.1510085
     185,   0.1165335
     185,0
     186,0
     188,   0.1728080
     189,   0.1264369
     189,   0.1284163
     189,   0.1169190
     189,   0.1196774
     189,   0.1328767
     195,   0.1134216
     196,   0.1315895
     197,0
     198,   0.1141819
     198,   0.1158180
     198,   0.1187984
     198,   0.1457931
     198,   0.1127488
     199,   0.1295250
     203,   0.1313152
     203,   0.1295516
     206,   0.1338662
     206,   0.1670802
     206,   0.1419361
     208,   0.1466633
     211,   0.1417179
     212,   0.1489131
     213,   0.1228063
     213,   0.1183974
     215,   0.1174067
     215,0
     218,   0.1384939
     224,   0.1390028
     224,   0.1439294
     225,   0.1417064
     226,   0.1254700
     227,   0.1607868
     227,   0.1264182
     228,   0.1756321
     228,   0.1643780
     230,   0.1335083
     230,   0.1203202
     230,   0.1134049
     231,   0.1226810
     233,   0.1220325
     235,   0.1759410
     235,   0.1197276
     235,   0.1699619
     235,   0.1175065
     238,0
     240,   0.1151582
     240,   0.1391135
     240,   0.1124758
     240,   0.1133157
     241,   0.1260775
     243,   0.1574256
     247,   0.1282281
     250,   0.1610549
     253,   0.1508818
     253,   0.1669553
     253,   0.1837977
     255,   0.1279809
     256,   0.1333522
     256,   0.1237429
     256,   0.1810641
     256,   0.1178160
     256,   0.1718975
     256,   0.1438589
     256,   0.1271432
     256,   0.1949925
     256,   0.1107545
     257,   0.1277523
     261,   0.1767928
     261,   0.1464541
     261,   0.1176610
     264,   0.1166658
     265,   0.1165589
     267,   0.1200513
     268,0
     270,   0.1241857
     270,   0.1194550
     271,   0.1242258
     271,   0.1233156
     272,   0.1182581
     275,   0.1300036
     278,   0.1516553
     279,   0.2235884
     279,   0.1208326
     279,   0.1187754
     279,   0.1638343
     279,   0.1193827
     281,   0.1266870
     282,   0.1237847
     283,   0.1575238
     283,   0.1166672
